src,dst,lag,strength,sign,mark
6,6,2,0.22592427632015732,1,-->
3,3,2,0.1888208296029916,1,-->
23,23,2,0.17620777757327355,1,-->
23,20,2,0.14924486677856363,-1,o->
3,6,2,0.14204326753926844,1,o->
3,0,2,0.12816919437853538,-1,o->
21,23,2,0.12747581322078533,1,o->
7,21,2,0.1272252645523395,1,o->
22,6,2,0.12052376258646297,1,o->
7,20,2,0.1195133063516742,-1,o->
1,1,2,0.11272727272727291,1,o->
22,22,2,0.10958458303082694,1,o->
