src,dst,lag,strength,sign,mark
23,23,2,0.24684859682623678,1,-->
23,20,2,0.19615574262187135,-1,-->
6,6,1,0.18583064936437466,1,o->
19,22,2,0.1676446110651335,1,o->
18,23,2,0.15135893684320512,1,o->
3,6,2,0.147963040581625,1,o->
20,2,3,0.1409433446170115,-1,o->
20,0,3,0.12466280622700612,1,o->
13,6,1,0.11114266714789674,1,o->
13,15,5,0.11044576642705295,1,o->
0,20,2,0.10876892147053376,-1,o->
