src,dst,lag,strength,sign,mark
6,6,2,0.23649217557489396,1,-->
6,3,2,0.23618243718715587,1,-->
3,6,2,0.2308934417302303,1,o->
3,2,2,0.1344953877668316,-1,o->
6,20,4,0.13366122024247884,-1,o->
3,5,2,0.13293593345246058,-1,o->
7,0,2,0.11763664252230878,1,o->
3,3,2,0.11725012501186531,1,o->
4,18,5,0.113337135613369,1,o->
6,2,2,0.11098201680773832,-1,o->
6,1,2,0.11067511752144708,-1,o->
6,7,2,0.10975520078641811,-1,o->
